Gintama,,https://cdn.myanimelist.net/images/anime/10/73274.jpg, TV,201, Finished Airing," Apr 4, 2006 to Mar 25, 2010"," TV Tokyo, Aniplex, Dentsu, Trinity Sound, Audio Highs, Miracle Robo, Shueisha", Sunrise,," ActionAction, ComedyComedy, Sci-FiSci-Fi", 24 min. per ep., PG-13 - Teens 13 or older,,372149,17,#138,"995,333","56,548","Edo is a city that was home to the vigor and ambition of samurai across the country. However, following feudal Japan's surrender to powerful aliens known as the ""Amanto,"" those aspirations now seem unachievable. With the once-influential shogunate rebuilt as a puppet government, a new law is passed that promptly prohibits all swords in public. Enter Gintoki Sakata, an eccentric silver-haired man who always carries around a wooden sword and maintains his stature as a samurai despite the ban. As the founder of Yorozuya, a small business for odd jobs, Gintoki often embarks on endeavors to help other people?though usually in rather strange and unforeseen ways. Assisted by Shinpachi Shimura, a boy with glasses supposedly learning the way of the samurai; Kagura, a tomboyish girl with superhuman strength and an endless appetite; and Sadaharu, their giant pet dog who loves biting on people's heads, the Yorozuya encounter anything from alien royalty to scuffles with local gangs in the ever-changing world of Edo."
Hajime no Ippo,Fighting Spirit,https://cdn.myanimelist.net/images/anime/4/86334.jpg, TV,75, Finished Airing," Oct 4, 2000 to Mar 27, 2002", VAP, Madhouse,,SportsSports, 23 min. per ep., PG-13 - Teens 13 or older,,253003,40,#374,"519,473","18,981","In his father's absence, teenager Ippo Makunouchi works hard to help his mother run her fishing boat rental business. Ippo's timid nature, his lack of sleep, and the sea smell make him an easy target for relentless bullies who leave him bruised and beaten on a daily basis. Mamoru Takamura, an up-and-coming boxer, rescues Ippo from a violent after-school incident and takes him back to the Kamogawa Boxing Gym for recovery. Takamura and his fellow boxers, Masaru Aoki and Tatsuya Kimura, are stunned by Ippo's powerful punches?a result of strong muscles developed through years serving his physically taxing family business. Following brief training under Takamura, Ippo impresses the other boxers in a practice match against prodigy Ichirou Miyata. He gains a rival in Miyata and a coach in Genji Kamogawa, the gym owner and a former boxer himself. As Ippo takes the first steps in his official boxing career, he faces off against a series of challenging opponents, each more powerful than the last. Victory, loss, and a cycle of dedicated training await Ippo on his journey to achieve greatness. With his tough body and unstoppable fighting spirit, the kind young man seeks to take on the world."
Odd Taxi,,https://cdn.myanimelist.net/images/anime/1981/113348.jpg, TV,13, Finished Airing," Apr 6, 2021 to Jun 29, 2021"," TV Tokyo, Dentsu, Pony Canyon, AT-X, Crunchyroll, Pony Canyon Enterprise, Yoshimoto Kogyo"," OLM, P.I.C.S.",," Award WinningAward Winning, MysteryMystery", 23 min. per ep., PG-13 - Teens 13 or older,,177301,49,#568,"361,470","7,263","Eccentric and blunt, the walrus Hiroshi Odokawa lives a relatively normal life. He drives a taxi for a living, and there he meets several unique individuals: the jobless Taichi Kabasawa who is dead-set on going viral, the mysterious nurse Miho Shirakawa, the struggling comedic duo ""Homo Sapiens,"" and Dobu, a well-known delinquent. But Odokawa's simple way of life is about to be turned upside down. The case of a missing girl the police have been tracking leads back to him, and now both the yakuza and a duo of corrupt cops are on his tail."
Gintama.,Gintama Season 5,https://cdn.myanimelist.net/images/anime/3/83528.jpg, TV,12, Finished Airing," Jan 9, 2017 to Mar 27, 2017"," TV Tokyo, Aniplex, Dentsu, Shueisha", Bandai Namco Pictures,," ActionAction, ComedyComedy, Sci-FiSci-Fi", 24 min. per ep., PG-13 - Teens 13 or older,,133780,13,#744,"287,187","2,594","After joining the resistance against the bakufu, Gintoki and the gang are in hiding, along with Katsura and his Joui rebels. The Yorozuya is soon approached by Nobume Imai and two members of the Kiheitai, who explain that the Harusame pirates have turned against 7th Division Captain Kamui and their former ally Takasugi. The Kiheitai present Gintoki with a job: find Takasugi, who has been missing since his ship was ambushed in a Harusame raid. Nobume also makes a stunning revelation regarding the Tendoushuu, a secret organization pulling the strings of numerous factions, and their leader Utsuro, the shadowy figure with an uncanny resemblance to Gintoki's former teacher. Hitching a ride on Sakamoto's space ship, the Yorozuya and Katsura set out for Rakuyou, Kagura's home planet, where the various factions have gathered and tensions are brewing. Long-held grudges, political infighting, and the Tendoushuu's sinister overarching plan finally culminate into a massive, decisive battle on Rakuyou."
Gintama': Enchousen,Gintama: Enchousen,https://cdn.myanimelist.net/images/anime/1452/123686.jpg, TV,13, Finished Airing," Oct 4, 2012 to Mar 28, 2013"," TV Tokyo, Aniplex, Dentsu, Shueisha, Miracle Bus", Sunrise,," ActionAction, ComedyComedy, Sci-FiSci-Fi", 24 min. per ep., PG-13 - Teens 13 or older,,153278,11,#710,"299,299","2,917","While Gintoki Sakata was away, the Yorozuya found themselves a new leader: Kintoki, Gintoki's golden-haired doppelganger. In order to regain his former position, Gintoki will need the help of those around him, a troubling feat when no one can remember him! Between Kintoki and Gintoki, who will claim the throne as the main character? In addition, Yorozuya make a trip back down to red-light district of Yoshiwara to aid an elderly courtesan in her search for her long-lost lover. Although the district is no longer in chains beneath the earth's surface, the trio soon learn of the tragic backstories of Yoshiwara's inhabitants that still haunt them. With flashback after flashback, this quest has Yorozuya witnessing everlasting love and protecting it as best they can with their hearts and souls."
Mob Psycho 100 III,,https://cdn.myanimelist.net/images/anime/1228/125011.jpg, TV,12, Finished Airing," Oct 6, 2022 to Dec 22, 2022"," Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan", Bones,," ActionAction, ComedyComedy, SupernaturalSupernatural", 23 min. per ep., PG-13 - Teens 13 or older,,165379,41,#408,"476,390","6,990","After foiling a world-threatening plot, Shigeo ""Mob"" Kageyama returns to tackle the more exhausting aspects of his mundane life?starting with filling out his school's nerve-racking career form. Meanwhile, he continues to assist his mentor Arataka Reigen and the office's new recruit, Katsuya Serizawa, in solving paranormal cases of their clients. While continuing his duties, Mob also works on gaining more independence in his esper and human lives, as well as trying to integrate better with the people around him. However, new supernatural and ordinary challenges test Mob?s emotional stability and force him to confront the realities around him. As he strives to continue forward on the path to maturity, Mob must resolve his emotional crises and reassess the naivety he has held on for so long."
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,https://cdn.myanimelist.net/images/anime/1391/120839.jpg, OVA,4, Finished Airing," Feb 20, 1999 to Sep 22, 1999", Aniplex, Studio Deen,," ActionAction, DramaDrama, RomanceRomance", 30 min. per ep., R - 17+ (violence & profanity),,132311,50,#808,"264,416","6,046","When mankind's savagery surpasses his fear of death, there is little hope for those who wish to live honest lives. Beneath a full moon, a young boy witnesses the murder of the bandits who had enslaved him, and is then christened with a new name by the man who rescued him. This boy is Shinta, now known as Kenshin Himura, and he is destined to become a swordsman. The softness of his heart does not befit the occupation, but his desire to protect the innocent is absolute. Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen details the origins of the man who would bear the name of Hitokiri Battousai long before he swore his oath not to kill and before he earned his reputation as an assassin. The young man's heart is divided between justice and corruption, while the fate of a nation rests on his actions."
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Mushoku Tensei: Jobless Reincarnation Part 2,https://cdn.myanimelist.net/images/anime/1028/117777.jpg, TV,12, Finished Airing," Oct 4, 2021 to Dec 20, 2021"," Frontier Works, TOHO animation, Tokyo MX, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE Entertainment", Studio Bind,," DramaDrama, FantasyFantasy, EcchiEcchi", 23 min. per ep., R - 17+ (violence & profanity),,430110,48,#238,"718,254","16,112","After the mysterious mana calamity, Rudeus Greyrat and his fierce student Eris Boreas Greyrat are teleported to the Demon Continent. There, they team up with their newfound companion Ruijerd Supardia?the former leader of the Superd's Warrior group?to form ""Dead End,"" a successful adventurer party. Making a name for themselves, the trio journeys across the continent to make their way back home to Fittoa. Following the advice he received from the faceless god Hitogami, Rudeus saves Kishirika Kishirisu, the Great Emperor of the Demon World, who rewards him by granting him a strange power. Now, as Rudeus masters the powerful ability that offers a number of new opportunities, it might prove to be more than what he bargained for when unexpected dangers threaten to hinder their travels."
3-gatsu no Lion 2nd Season,March Comes In Like A Lion 2nd Season,https://cdn.myanimelist.net/images/anime/3/88469.jpg, TV,22, Finished Airing," Oct 14, 2017 to Mar 31, 2018"," Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory", Shaft,," DramaDrama, Slice of LifeSlice of Life", 25 min. per ep., PG-13 - Teens 13 or older,,185410,15,#547,"371,786","14,615","Now in his second year of high school, Rei Kiriyama continues pushing through his struggles in the professional shogi world as well as his personal life. Surrounded by vibrant personalities at the shogi hall, the school club, and in the local community, his solitary shell slowly begins to crack. Among them are the three Kawamoto sisters?Akari, Hinata, and Momo?who forge an affectionate and familial bond with Rei. Through these ties, he realizes that everyone is burdened by their own emotional hardships and begins learning how to rely on others while supporting them in return. Nonetheless, the life of a professional is not easy. Between tournaments, championships, and title matches, the pressure mounts as Rei advances through the ranks and encounters incredibly skilled opponents. As he manages his relationships with those who have grown close to him, the shogi player continues to search for the reason he plays the game that defines his career."
Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War - Ultra Romantic,https://cdn.myanimelist.net/images/anime/1160/122627.jpg, TV,13, Finished Airing," Apr 9, 2022 to Jun 25, 2022"," Aniplex, Mainichi Broadcasting System, Magic Capsule, Shueisha, JR East Marketing & Communications", A-1 Pictures,," ComedyComedy, RomanceRomance", 23 min. per ep., PG-13 - Teens 13 or older,,392457,3,#231,"738,858","26,584","The elite members of Shuchiin Academy's student council continue their competitive day-to-day antics. Council president Miyuki Shirogane clashes daily against vice-president Kaguya Shinomiya, each fighting tooth and nail to trick the other into confessing their romantic love. Kaguya struggles within the strict confines of her wealthy, uptight family, rebelling against her cold default demeanor as she warms to Shirogane and the rest of her friends. Meanwhile, council treasurer Yuu Ishigami suffers under the weight of his hopeless crush on Tsubame Koyasu, a popular upperclassman who helps to instill a new confidence in him. Miko Iino, the newest student council member, grows closer to the rule-breaking Ishigami while striving to overcome her own authoritarian moral code. As love further blooms at Shuchiin Academy, the student council officers drag their outsider friends into increasingly comedic conflicts."
Clannad: After Story,,https://cdn.myanimelist.net/images/anime/1299/110774.jpg, TV,24, Finished Airing," Oct 3, 2008 to Mar 27, 2009"," Pony Canyon, TBS, Rakuonsha, Animation Do", Kyoto Animation,," DramaDrama, RomanceRomance, SupernaturalSupernatural", 24 min. per ep., PG-13 - Teens 13 or older,,627634,16,#108,"1,123,470","68,002","Clannad: After Story, the sequel to the critically acclaimed slice-of-life series Clannad, begins after Tomoya Okazaki and Nagisa Furukawa graduate from high school. Together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa's support. Through the couple's dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds. Time also moves on in the Illusionary World. As the plains grow cold with the approach of winter, the Illusionary Girl and the Garbage Doll are presented with a difficult situation that reveals the World's true purpose. Based on the visual novel by Key and produced by Kyoto Animation, Clannad: After Story is an impactful drama highlighting the importance of family and the struggles of adulthood."
Gintama: The Final,Gintama: The Very Final,https://cdn.myanimelist.net/images/anime/1988/113791.jpg, Movie,1, Finished Airing," Jan 8, 2021"," TV Tokyo, Warner Bros. Japan", Bandai Namco Pictures,," ActionAction, ComedyComedy, DramaDrama, Sci-FiSci-Fi", 1 hr. 44 min., PG-13 - Teens 13 or older,,58411,7,#1601,"122,099","3,927","Two years have passed following the Tendoshuu's invasion of the O-Edo Central Terminal. Since then, the Yorozuya have gone their separate ways. Foreseeing Utsuro's return, Gintoki Sakata begins surveying Earth's ley lines for traces of the other man's Altana. After an encounter with the remnants of the Tendoshuu?who continue to press on in search of immortality?Gintoki returns to Edo. Later, the regrouped Shinsengumi and Yorozuya begin an attack on the occupied Central Terminal. With the Altana harvested by the wreckage of the Tendoshuu's ship in danger of detonating, the Yorozuya and their allies fight their enemies while the safety of Edo?and the rest of the world?hangs in the balance. Fulfilling the wishes of their teacher, Shouyou Yoshida's former students unite and relive their pasts one final time in an attempt to save their futures."
Kimi no Na wa.,Your Name.,https://cdn.myanimelist.net/images/anime/5/87048.jpg, Movie,1, Finished Airing," Aug 26, 2016"," Toho, Sound Team Don Juan, Amuse, JR East Marketing & Communications, Kadokawa, voque ting", CoMix Wave Films,," Award WinningAward Winning, DramaDrama, SupernaturalSupernatural", 1 hr. 46 min., PG-13 - Teens 13 or older,,1745348,26,#11,"2,505,455","84,947","Mitsuha Miyamizu, a high school girl, yearns to live the life of a boy in the bustling city of Tokyo?a dream that stands in stark contrast to her present life in the countryside. Meanwhile in the city, Taki Tachibana lives a busy life as a high school student while juggling his part-time job and hopes for a future in architecture. One day, Mitsuha awakens in a room that is not her own and suddenly finds herself living the dream life in Tokyo?but in Taki's body! Elsewhere, Taki finds himself living Mitsuha's life in the humble countryside. In pursuit of an answer to this strange phenomenon, they begin to search for one another. Kimi no Na wa. revolves around Mitsuha and Taki's actions, which begin to have a dramatic impact on each other's lives, weaving them into a fabric held together by fate and circumstance."
Kingdom 3rd Season,Kingdom: Season 3,https://cdn.myanimelist.net/images/anime/1443/111830.jpg, TV,26, Finished Airing," Apr 6, 2020 to Oct 17, 2021", Shueisha," Pierrot, Studio Signpost",,ActionAction, 25 min. per ep., R - 17+ (violence & profanity),,31043,29,#2077,"84,557","1,694","Following the successful Sanyou campaign, the Qin army, including 1,000-Man Commander Xin, inches ever closer to fulfilling King Ying Zheng's dream of unifying China. With a major geographical foothold in the state of Wei now under its control, Qin sets its sights eastward toward the remaining warring states. Meanwhile Li Mu?an unparalleled strategist and the newly appointed prime minister of the state of Zhao?has taken advantage of Zhao's temporary truce with Qin to negotiate with the other states without interruption. Seemingly without warning, Ying Zheng receives news that armies from the states of Chu, Zhao, Wei, Han, Yan, and Qi have crossed into Qin territory. Realizing too late the purpose behind Li Mu's truce with Qin, Zheng quickly gathers his advisors to devise a plan to address the six-state coalition army on their doorstep. For the first time in history, the state of Qin faces complete destruction and must use every resource and strategy at their disposal to prevent themselves from being wiped off the map."
Mob Psycho 100 II,,https://cdn.myanimelist.net/images/anime/1918/96303.jpg, TV,13, Finished Airing," Jan 7, 2019 to Apr 1, 2019"," Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan", Bones,," ActionAction, ComedyComedy, SupernaturalSupernatural", 24 min. per ep., PG-13 - Teens 13 or older,,859141,30,#77,"1,367,380","30,993","Shigeo ""Mob"" Kageyama is now maturing and understanding his role as a supernatural psychic that has the power to drastically affect the livelihood of others. He and his mentor Reigen Arataka continue to deal with supernatural requests from clients, whether it be exorcizing evil spirits or tackling urban legends that haunt the citizens. While the workflow remains the same, Mob isn't just blindly following Reigen around anymore. With all his experiences as a ridiculously strong psychic, Mob's supernatural adventures now have more weight to them. Things take on a serious and darker tone as the dangers Mob and Reigen face are much more tangible and unsettling than ever before."
Bocchi the Rock!,,https://cdn.myanimelist.net/images/anime/1448/127956.jpg, TV,12, Finished Airing," Oct 9, 2022 to Dec 25, 2022"," Aniplex, Houbunsha", CloverWorks,,ComedyComedy, 23 min. per ep., PG-13 - Teens 13 or older,,133406,14,#819,"261,117","11,851","Yearning to make friends and perform live with a band, lonely and socially anxious Hitori ""Bocchi"" Gotou devotes her time to playing the guitar. On a fateful day, Bocchi meets the outgoing drummer Nijika Ijichi, who invites her to join Kessoku Band when their guitarist, Ikuyo Kita, flees before their first show. Soon after, Bocchi meets her final bandmate?the cool bassist Ryou Yamada. Although their first performance together is subpar, the girls feel empowered by their shared love for music, and they are soon rejoined by Kita. Finding happiness in performing, Bocchi and her bandmates put their hearts into improving as musicians while making the most of their fleeting high school days."
Owarimonogatari 2nd Season,Owarimonogatari Second Season,https://cdn.myanimelist.net/images/anime/6/87322.jpg, TV,7, Finished Airing," Aug 12, 2017 to Aug 13, 2017"," Aniplex, Kodansha", Shaft,," ComedyComedy, MysteryMystery, SupernaturalSupernatural", 22 min. per ep., R - 17+ (violence & profanity),,177841,22,#551,"368,628","8,287","Following an encounter with oddity specialist Izuko Gaen, third-year high school student Koyomi Araragi wakes up in a strange, deserted void only to be greeted by a joyfully familiar face in an alarmingly unfamiliar place. Araragi, with the help of his girlfriend Hitagi Senjougahara, maneuvers through the webs of his past and the perplexities of the present in search of answers. However, fate once again delivers him to the eccentric transfer student Ougi Oshino, who brings forth an unexpected proposal that may unearth the very foundation to which he is anchored. As Araragi peels back the layers of mystery surrounding an apparition, he discovers a truth not meant to be revealed."
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,https://cdn.myanimelist.net/images/anime/7/81992.jpg, TV,10, Finished Airing," Oct 8, 2016 to Dec 10, 2016"," Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha", Production I.G,,SportsSports, 24 min. per ep., PG-13 - Teens 13 or older,,734184,33,#113,"1,104,461","14,963","After the victory against Aoba Jousai High, Karasuno High School, once called ?a fallen powerhouse, a crow that can?t fly,? has finally reached the climax of the heated Spring tournament. Now, to advance to nationals, the Karasuno team has to defeat the powerhouse Shiratorizawa Academy. Karasuno?s greatest hurdle is their adversary?s ace, Wakatoshi Ushijima, the number one player in the Miyagi Prefecture, and one of the country?s top three aces. Only the strongest team will make it to the national tournament. Since this match is the third-year players? last chance to qualify for nationals, Karasuno has to use everything they learned during the training camp and prior matches to attain victory. Filled with restlessness and excitement, both teams are determined to come out on top in the third season of Haikyuu!!."
Shingeki no Kyojin Season 3 Part 2,Attack on Titan Season 3 Part 2,https://cdn.myanimelist.net/images/anime/1517/100633.jpg, TV,10, Finished Airing," Apr 29, 2019 to Jul 1, 2019"," Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise", Wit Studio,," ActionAction, DramaDrama", 23 min. per ep., R - 17+ (violence & profanity),,1404982,6,#27,"2,004,073","53,656","Seeking to restore humanity's diminishing hope, the Survey Corps embark on a mission to retake Wall Maria, where the battle against the merciless ""Titans"" takes the stage once again. Returning to the tattered Shiganshina District that was once his home, Eren Yeager and the Corps find the town oddly unoccupied by Titans. Even after the outer gate is plugged, they strangely encounter no opposition. The mission progresses smoothly until Armin Arlert, highly suspicious of the enemy's absence, discovers distressing signs of a potential scheme against them. Shingeki no Kyojin Season 3 Part 2 follows Eren as he vows to take back everything that was once his. Alongside him, the Survey Corps strive?through countless sacrifices?to carve a path towards victory and uncover the secrets locked away in the Yeager family's basement."
Fullmetal Alchemist: Brotherhood,,https://cdn.myanimelist.net/images/anime/1208/94745.jpg, TV,64, Finished Airing," Apr 5, 2009 to Jul 4, 2010"," Aniplex, Square Enix, Mainichi Broadcasting System, Studio Moriken", Bones,," ActionAction, AdventureAdventure, DramaDrama, FantasyFantasy", 24 min. per ep., R - 17+ (violence & profanity),,1951979,2,#3,"3,068,756","212,276","After a horrific alchemy experiment goes wrong in the Elric household, brothers Edward and Alphonse are left in a catastrophic new reality. Ignoring the alchemical principle banning human transmutation, the boys attempted to bring their recently deceased mother back to life. Instead, they suffered brutal personal loss: Alphonse's body disintegrated while Edward lost a leg and then sacrificed an arm to keep Alphonse's soul in the physical realm by binding it to a hulking suit of armor. The brothers are rescued by their neighbor Pinako Rockbell and her granddaughter Winry. Known as a bio-mechanical engineering prodigy, Winry creates prosthetic limbs for Edward by utilizing ""automail,"" a tough, versatile metal used in robots and combat armor. After years of training, the Elric brothers set off on a quest to restore their bodies by locating the Philosopher's Stone?a powerful gem that allows an alchemist to defy the traditional laws of Equivalent Exchange. As Edward becomes an infamous alchemist and gains the nickname ""Fullmetal,"" the boys' journey embroils them in a growing conspiracy that threatens the fate of the world."
Ashita no Joe 2,Tomorrow's Joe 2,https://cdn.myanimelist.net/images/anime/3/45028.jpg, TV,47, Finished Airing," Oct 13, 1980 to Aug 31, 1981", Annapuru, Tokyo Movie Shinsha,," DramaDrama, SportsSports", 24 min. per ep., PG-13 - Teens 13 or older,,17692,47,#2957,"45,475","2,319","Yabuki Joe is left downhearted and hopeless after a certain tragic event. In attempt to put the past behind him, Joe leaves the gym behind and begins wandering. On his travels he comes across the likes of Wolf Kanagushi and Goromaki Gondo, men who unintentionally fan the dying embers inside him, leading him to putting his wanderings to an end. His return home puts Joe back on the path to boxing, but unknown to himself and his trainer, he now suffers deep-set issues holding him back from fighting. In attempt to quell those issues, Carlos Rivera, a world renowned boxer is invited from Venez"
Kizumonogatari III: Reiketsu-hen,Kizumonogatari Part 3: Cold-Blooded,https://cdn.myanimelist.net/images/anime/1084/112813.jpg, Movie,1, Finished Airing," Jan 6, 2017"," Aniplex, Kodansha", Shaft,," ActionAction, MysteryMystery, SupernaturalSupernatural", 1 hr. 23 min., R - 17+ (violence & profanity),,247653,32,#467,"426,770","7,078","After helping revive the legendary vampire Kiss-shot Acerola-orion Heart-under-blade, Koyomi Araragi has become a vampire himself and her servant. Kiss-shot is certain she can turn him back into a human, but only once regaining her full power. Araragi has hunted down the three vampire hunters that defeated Kiss-shot and retrieved her limbs to return her to full strength. However, now that Araragi has almost accomplished what he?s been fighting for this whole time, he has to consider if this is what he really wants. Once he revives this powerful immortal vampire, there is no telling what she might do, and there would be no way of stopping her. But there is more to the story that Araragi doesn?t understand. If a newborn vampire like him could defeat the hunters, how did they overpower Kiss-shot? Can he trust her to turn him back to a human? And how is that even possible in the first place? Araragi is at his limit but he must come to a decision, and it may not be possible to resolve this situation without doing something he?ll regret?"
Gintama',Gintama Season 2,https://cdn.myanimelist.net/images/anime/4/50361.jpg, TV,51, Finished Airing," Apr 4, 2011 to Mar 26, 2012"," TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Studio Jack, Shueisha", Sunrise,," ActionAction, ComedyComedy, Sci-FiSci-Fi", 24 min. per ep., PG-13 - Teens 13 or older,,219387,8,#384,"505,853","7,503","After a one-year hiatus, Shinpachi Shimura returns to Edo, only to stumble upon a shocking surprise: Gintoki and Kagura, his fellow Yorozuya members, have become completely different characters! Fleeing from the Yorozuya headquarters in confusion, Shinpachi finds that all the denizens of Edo have undergone impossibly extreme changes, in both appearance and personality. Most unbelievably, his sister Otae has married the Shinsengumi chief and shameless stalker Isao Kondou and is pregnant with their first child. Bewildered, Shinpachi agrees to join the Shinsengumi at Otae and Kondou's request and finds even more startling transformations afoot both in and out of the ranks of the the organization. However, discovering that Vice Chief Toushirou Hijikata has remained unchanged, Shinpachi and his unlikely Shinsengumi ally set out to return the city of Edo to how they remember it. With even more dirty jokes, tongue-in-cheek parodies, and shameless references, Gintama' follows the Yorozuya team through more of their misadventures in the vibrant, alien-filled world of Edo."
Vinland Saga,,https://cdn.myanimelist.net/images/anime/1500/103005.jpg, TV,24, Finished Airing," Jul 8, 2019 to Dec 30, 2019"," Production I.G, Dentsu, Kodansha, Twin Engine", Wit Studio,," ActionAction, AdventureAdventure, DramaDrama", 24 min. per ep., R - 17+ (violence & profanity),,692770,44,#90,"1,249,681","37,990","Young Thorfinn grew up listening to the stories of old sailors that had traveled the ocean and reached the place of legend, Vinland. It's said to be warm and fertile, a place where there would be no need for fighting?not at all like the frozen village in Iceland where he was born, and certainly not like his current life as a mercenary. War is his home now. Though his father once told him, ""You have no enemies, nobody does. There is nobody who it's okay to hurt,"" as he grew, Thorfinn knew that nothing was further from the truth. The war between England and the Danes grows worse with each passing year. Death has become commonplace, and the viking mercenaries are loving every moment of it. Allying with either side will cause a massive swing in the balance of power, and the vikings are happy to make names for themselves and take any spoils they earn along the way. Among the chaos, Thorfinn must take his revenge and kill Askeladd, the man who murdered his father. The only paradise for the vikings, it seems, is the era of war and death that rages on."
Violet Evergarden Movie,Violet Evergarden the Movie,https://cdn.myanimelist.net/images/anime/1825/110716.jpg, Movie,1, Finished Airing," Sep 18, 2020"," Shochiku, ABC Animation", Kyoto Animation,," Award WinningAward Winning, DramaDrama, FantasyFantasy", 2 hr. 20 min., PG-13 - Teens 13 or older,,216736,20,#383,"508,570","7,730","Several years have passed since the end of The Great War. As the radio tower in Leidenschaftlich continues to be built, telephones will soon become more relevant, leading to a decline in demand for ""Auto Memory Dolls."" Even so, Violet Evergarden continues to rise in fame after her constant success with writing letters. However, sometimes the one thing you long for is the one thing that does not appear. Violet Evergarden Movie follows Violet as she continues to comprehend the concept of emotion and the meaning of love. At the same time, she pursues a glimmer of hope that the man who once told her, ""I love you,"" may still be alive even after the many years that have passed."
Kimetsu no Yaiba: Yuukaku-hen,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,https://cdn.myanimelist.net/images/anime/1908/120036.jpg, TV,11, Finished Airing," Dec 5, 2021 to Feb 13, 2022"," Aniplex, Shueisha", ufotable,," ActionAction, FantasyFantasy", 26 min. per ep., R - 17+ (violence & profanity),,674060,27,#111,"1,110,811","22,338","The devastation of the Mugen Train incident still weighs heavily on the members of the Demon Slayer Corps. Despite being given time to recover, life must go on, as the wicked never sleep: a vicious demon is terrorizing the alluring women of the Yoshiwara Entertainment District. The Sound Pillar, Tengen Uzui, and his three wives are on the case. However, when he soon loses contact with his spouses, Tengen fears the worst and enlists the help of Tanjirou Kamado, Zenitsu Agatsuma, and Inosuke Hashibira to infiltrate the district's most prominent houses and locate the depraved Upper Rank demon."
Gintama°,Gintama Season 4,https://cdn.myanimelist.net/images/anime/3/72078.jpg, TV,51, Finished Airing," Apr 8, 2015 to Mar 30, 2016"," TV Tokyo, Aniplex, Dentsu", Bandai Namco Pictures,," ActionAction, ComedyComedy, Sci-FiSci-Fi", 24 min. per ep., PG-13 - Teens 13 or older,,229698,5,#338,"573,122","15,429","Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan, they try to thrive on doing whatever work they can get their hands on. However, Shinpachi and Kagura still haven't been paid... Does Gin-chan really spend all that cash playing pachinko? Meanwhile, when Gintoki drunkenly staggers home one night, an alien spaceship crashes nearby. A fatally injured crew member emerges from the ship and gives Gintoki a strange, clock-shaped device, warning him that it is incredibly powerful and must be safeguarded. Mistaking it for his alarm clock, Gintoki proceeds to smash the device the next morning and suddenly discovers that the world outside his apartment has come to a standstill. With Kagura and Shinpachi at his side, he sets off to get the device fixed; though, as usual, nothing is ever that simple for the Yorozuya team. Filled with tongue-in-cheek humor and moments of heartfelt emotion, Gintama's fourth season finds Gintoki and his friends facing both their most hilarious misadventures and most dangerous crises yet."
Vinland Saga Season 2,,https://cdn.myanimelist.net/images/anime/1170/124312.jpg, TV,24, Currently Airing," Jan 10, 2023 to ?"," Dentsu, Kodansha, Twin Engine", MAPPA,," ActionAction, AdventureAdventure, DramaDrama", 25 min. per ep., R - 17+ (violence & profanity),,15171,24,#822,"260,363","2,436","A new millennium begins in the southern part of the Jutland peninsula in Denmark. Thorfin was bought by the landowner Ketil as a ""slave"" and engaged in land reclamation work on his farm. Thorfinn meets a young man there, Einar, who was also a slave like him. The encounter of Einar led Thorfinn to face the sins he had committed and began to find meaning in life. On the other hand, Canute, who became the King of England, attempted to extend his territory for the establishment of ""the promised land."" This is ""The Story of a True Warrior (Saga)."" ""The story of Atonement and Salvation (Saga)"" that lies beyond the prologue. (Source: "
